Serial Number:,,X001, pH Calibration (LOW):,,745, pH Calibration (HIGH):,,245,
21133,2016-01-10T14:25:50+0100,-89.5,1023,2.33,733,,,,
21134,2016-01-10T14:40:50+0100,-89.5,1023,2.33,733,,,,
21135,2016-01-10T14:55:50+0100,-89.5,1023,2.33,733,,,,
21136,2016-01-10T15:10:50+0100,-89.5,1023,2.33,733,,,,
21137,2016-01-10T15:25:50+0100,-89.5,1023,2.33,733,,,,
21138,2016-01-10T15:40:50+0100,-89.5,1023,2.33,733,,,,
21139,2016-01-10T15:55:50+0100,-89.5,1023,2.33,733,,,,
21140,2016-01-10T16:10:50+0100,-89.5,1023,2.33,733,,,,
21141,2016-01-10T16:25:50+0100,-89.5,1023,2.33,733,,,,
21142,2016-01-10T16:40:50+0100,-89.5,1023,2.33,733,,,,
21143,2016-01-10T16:55:50+0100,-89.5,1023,2.33,733,,,,
21144,2016-01-10T17:10:50+0100,-89.5,1023,2.33,733,,,,
21145,2016-01-10T17:25:50+0100,-89.5,1023,2.33,733,,,,
21146,2016-01-10T17:40:50+0100,-89.5,1023,2.33,733,,,,
21147,2016-01-10T17:55:50+0100,-89.5,1023,2.33,733,,,,
21148,2016-01-10T18:10:50+0100,-89.5,1023,2.33,733,,,,
21149,2016-01-10T18:25:50+0100,-89.5,1023,2.33,733,,,,
21150,2016-01-10T18:40:50+0100,-89.5,1023,2.33,733,,,,
21151,2016-01-10T18:55:50+0100,-89.5,1023,2.33,733,,,,
21152,2016-01-10T19:10:50+0100,-89.5,1023,2.33,733,,,,
21153,2016-01-10T19:25:50+0100,-89.5,1023,2.33,733,,,,
21154,2016-01-10T19:40:50+0100,-89.5,1023,2.33,733,,,,
21155,2016-01-10T19:55:50+0100,-89.5,1023,2.33,733,,,,
21156,2016-01-10T20:10:50+0100,-89.5,1023,2.33,733,,,,
21157,2016-01-10T20:25:50+0100,-89.5,1023,2.33,733,,,,
21158,2016-01-10T20:40:50+0100,-89.5,1023,2.33,733,,,,
21159,2016-01-10T20:55:50+0100,-89.5,1023,2.33,733,,,,
21160,2016-01-10T21:10:50+0100,-89.5,1023,2.33,733,,,,
21161,2016-01-10T21:25:50+0100,-89.5,1023,2.33,733,,,,
21162,2016-01-10T21:40:50+0100,-89.5,1023,2.33,733,,,,
21163,2016-01-10T21:55:50+0100,-89.5,1023,2.33,733,,,,
21164,2016-01-10T22:10:50+0100,-89.5,1023,2.33,733,,,,
21165,2016-01-10T22:25:50+0100,-89.5,1023,2.33,733,,,,
21166,2016-01-10T22:40:50+0100,-89.5,1023,2.33,733,,,,
21167,2016-01-10T22:55:50+0100,-89.5,1023,2.33,733,,,,
21168,2016-01-10T23:10:50+0100,-89.5,1023,2.33,733,,,,
21169,2016-01-10T23:25:50+0100,-89.5,1023,2.33,733,,,,
21170,2016-01-10T23:40:50+0100,-89.5,1023,2.33,733,,,,
21171,2016-01-10T23:55:50+0100,-89.5,1023,2.33,733,,,,
21172,2016-01-11T00:10:50+0100,-89.5,1023,2.33,733,,,,
21173,2016-01-11T00:25:50+0100,-89.5,1023,2.33,733,,,,
21174,2016-01-11T00:40:50+0100,-89.5,1023,2.33,733,,,,
21175,2016-01-11T00:55:50+0100,-89.5,1023,2.33,733,,,,
21176,2016-01-11T01:10:50+0100,-89.5,1023,2.33,733,,,,
21177,2016-01-11T01:25:50+0100,-89.5,1023,2.33,733,,,,
21178,2016-01-11T01:40:50+0100,-89.5,1023,2.33,733,,,,
21179,2016-01-11T01:55:50+0100,-89.5,1023,2.33,733,,,,
21180,2016-01-11T02:10:50+0100,-89.5,1023,2.33,733,,,,
21181,2016-01-11T02:25:50+0100,-89.5,1023,2.33,733,,,,
21182,2016-01-11T02:40:50+0100,-89.5,1023,2.33,733,,,,
21183,2016-01-11T02:55:50+0100,-89.5,1023,2.33,733,,,,
21184,2016-01-11T03:10:50+0100,-89.5,1023,2.33,733,,,,
21185,2016-01-11T03:25:50+0100,-89.5,1023,2.33,733,,,,
21186,2016-01-11T03:40:50+0100,-89.5,1023,2.33,733,,,,
21187,2016-01-11T03:55:50+0100,-89.5,1023,2.33,733,,,,
21188,2016-01-11T04:10:50+0100,-89.5,1023,2.33,733,,,,
21189,2016-01-11T04:25:50+0100,-89.5,1023,2.33,733,,,,
21190,2016-01-11T04:40:50+0100,-89.5,1023,2.33,733,,,,
21191,2016-01-11T04:55:50+0100,-89.5,1023,2.33,733,,,,
21192,2016-01-11T05:10:50+0100,-89.5,1023,2.33,733,,,,
21193,2016-01-11T05:25:50+0100,-89.5,1023,2.33,733,,,,
21194,2016-01-11T05:40:50+0100,-89.5,1023,2.33,733,,,,
21195,2016-01-11T05:55:50+0100,-89.5,1023,2.33,733,,,,
21196,2016-01-11T06:10:50+0100,-89.5,1023,2.33,733,,,,
21197,2016-01-11T06:25:50+0100,-89.5,1023,2.33,733,,,,
21198,2016-01-11T06:40:50+0100,-89.5,1023,2.33,733,,,,
21199,2016-01-11T06:55:50+0100,-89.5,1023,2.33,733,,,,
21200,2016-01-11T07:10:50+0100,-89.5,1023,2.33,733,,,,
21201,2016-01-11T07:25:50+0100,-89.5,1023,2.33,733,,,,
21202,2016-01-11T07:40:50+0100,-89.5,1023,2.33,733,,,,
21203,2016-01-11T07:55:50+0100,-89.5,1023,2.33,733,,,,
21204,2016-01-11T08:10:50+0100,-89.5,1023,2.33,733,,,,
21205,2016-01-11T08:25:50+0100,-89.5,1023,2.33,733,,,,
21206,2016-01-11T08:40:50+0100,-89.5,1023,2.33,733,,,,
21207,2016-01-11T08:55:50+0100,-89.5,1023,2.33,733,,,,
21208,2016-01-11T09:10:50+0100,-89.5,1023,2.33,733,,,,
21209,2016-01-11T09:25:50+0100,-89.5,1023,2.33,733,,,,
21210,2016-01-11T09:40:50+0100,-89.5,1023,2.33,733,,,,
21211,2016-01-11T09:55:50+0100,-89.5,1023,2.33,733,,,,
21212,2016-01-11T10:10:50+0100,-89.5,1023,2.33,733,,,,
21213,2016-01-11T10:25:50+0100,-89.5,1023,2.33,733,,,,
21214,2016-01-11T10:40:50+0100,-89.5,1023,2.33,733,,,,
21215,2016-01-11T10:55:50+0100,-89.5,1023,2.33,733,,,,
21216,2016-01-11T11:10:50+0100,-89.5,1023,2.33,733,,,,
21217,2016-01-11T11:25:50+0100,-89.5,1023,2.33,733,,,,
21218,2016-01-11T11:40:50+0100,-89.5,1023,2.33,733,,,,
21219,2016-01-11T11:55:50+0100,-89.5,1023,2.33,733,,,,
21220,2016-01-11T12:10:50+0100,-89.5,1023,2.33,733,,,,
21221,2016-01-11T12:25:50+0100,-89.5,1023,2.33,733,,,,
21222,2016-01-11T12:40:50+0100,-89.5,1023,2.33,733,,,,
21223,2016-01-11T12:55:50+0100,-89.5,1023,2.33,733,,,,
21224,2016-01-11T13:10:50+0100,-89.5,1023,2.33,733,,,,
21225,2016-01-11T13:25:50+0100,-89.5,1023,2.33,733,,,,
21226,2016-01-11T13:40:50+0100,-89.5,1023,2.33,733,,,,
21227,2016-01-11T13:55:50+0100,-89.5,1023,2.33,733,,,,
21228,2016-01-11T14:10:50+0100,-89.5,1023,2.33,733,,,,
21229,2016-01-11T14:25:50+0100,-89.5,1023,2.33,733,,,,
21230,2016-01-11T14:40:50+0100,-89.5,1023,2.33,733,,,,
21231,2016-01-11T14:55:50+0100,-89.5,1023,2.33,733,,,,
21232,2016-01-11T15:10:50+0100,-89.5,1023,2.33,733,,,,
21233,2016-01-11T15:25:50+0100,-89.5,1023,2.33,733,,,,
21234,2016-01-11T15:40:50+0100,-89.5,1023,2.33,733,,,,
21235,2016-01-11T15:55:50+0100,-89.5,1023,2.33,733,,,,
21236,2016-01-11T16:10:50+0100,-89.5,1023,2.33,733,,,,
21237,2016-01-11T16:25:50+0100,-89.5,1023,2.33,733,,,,
21238,2016-01-11T16:40:50+0100,-89.5,1023,2.33,733,,,,
21239,2016-01-11T16:55:50+0100,-89.5,1023,2.33,733,,,,
21240,2016-01-11T17:10:50+0100,-89.5,1023,2.33,733,,,,
21241,2016-01-11T17:25:50+0100,-89.5,1023,2.33,733,,,,
21242,2016-01-11T17:40:50+0100,-89.5,1023,2.33,733,,,,
21243,2016-01-11T17:55:50+0100,-89.5,1023,2.33,733,,,,
21244,2016-01-11T18:10:50+0100,-89.5,1023,2.33,733,,,,
21245,2016-01-11T18:25:50+0100,-89.5,1023,2.33,733,,,,
21246,2016-01-11T18:40:50+0100,-89.5,1023,2.33,733,,,,
21247,2016-01-11T18:55:50+0100,-89.5,1023,2.33,733,,,,
21248,2016-01-11T19:10:50+0100,-89.5,1023,2.33,733,,,,
21249,2016-01-11T19:25:50+0100,-89.5,1023,2.33,733,,,,
21250,2016-01-11T19:40:50+0100,-89.5,1023,2.33,733,,,,
21251,2016-01-11T19:55:50+0100,-89.5,1023,2.33,733,,,,
21252,2016-01-11T20:10:50+0100,-89.5,1023,2.33,733,,,,
21253,2016-01-11T20:25:50+0100,-89.5,1023,2.33,733,,,,
21254,2016-01-11T20:40:50+0100,-89.5,1023,2.33,733,,,,
21255,2016-01-11T20:55:50+0100,-89.5,1023,2.33,733,,,,
21256,2016-01-11T21:10:50+0100,-89.5,1023,2.33,733,,,,
21257,2016-01-11T21:25:50+0100,-89.5,1023,2.33,733,,,,
21258,2016-01-11T21:40:50+0100,-89.5,1023,2.33,733,,,,
21259,2016-01-11T21:55:50+0100,-89.5,1023,2.33,733,,,,
21260,2016-01-11T22:10:50+0100,-89.5,1023,2.33,733,,,,
21261,2016-01-11T22:25:50+0100,-89.5,1023,2.33,733,,,,
21262,2016-01-11T22:40:50+0100,-89.5,1023,2.33,733,,,,
21263,2016-01-11T22:55:50+0100,-89.5,1023,2.33,733,,,,
21264,2016-01-11T23:10:50+0100,-89.5,1023,2.33,733,,,,
21265,2016-01-11T23:25:50+0100,-89.5,1023,2.33,733,,,,
21266,2016-01-11T23:40:50+0100,-89.5,1023,2.33,733,,,,
21267,2016-01-11T23:55:50+0100,-89.5,1023,2.33,733,,,,
21268,2016-01-12T00:10:50+0100,-89.5,1023,2.33,733,,,,
21269,2016-01-12T00:25:50+0100,-89.5,1023,2.33,733,,,,
21270,2016-01-12T00:40:50+0100,-89.5,1023,2.33,733,,,,
21271,2016-01-12T00:55:50+0100,-89.5,1023,2.33,733,,,,
21272,2016-01-12T01:10:50+0100,-89.5,1023,2.33,733,,,,
21273,2016-01-12T01:25:50+0100,-89.5,1023,2.33,733,,,,
21274,2016-01-12T01:40:50+0100,-89.5,1023,2.33,733,,,,
21275,2016-01-12T01:55:50+0100,-89.5,1023,2.33,733,,,,
21276,2016-01-12T02:10:50+0100,-89.5,1023,2.33,733,,,,
21277,2016-01-12T02:25:50+0100,-89.5,1023,2.33,733,,,,
21278,2016-01-12T02:40:50+0100,-89.5,1023,2.33,733,,,,
21279,2016-01-12T02:55:50+0100,-89.5,1023,2.33,733,,,,
21280,2016-01-12T03:10:50+0100,-89.5,1023,2.33,733,,,,
21281,2016-01-12T03:25:50+0100,-89.5,1023,2.33,733,,,,
21282,2016-01-12T03:40:50+0100,-89.5,1023,2.33,733,,,,
21283,2016-01-12T03:55:50+0100,-89.5,1023,2.33,733,,,,
21284,2016-01-12T04:10:50+0100,-89.5,1023,2.33,733,,,,
21285,2016-01-12T04:25:50+0100,-89.5,1023,2.33,733,,,,
21286,2016-01-12T04:40:50+0100,-89.5,1023,2.33,733,,,,
21287,2016-01-12T04:55:50+0100,-89.5,1023,2.33,733,,,,
21288,2016-01-12T05:10:50+0100,-89.5,1023,2.33,733,,,,
21289,2016-01-12T05:25:50+0100,-89.5,1023,2.33,733,,,,
21290,2016-01-12T05:40:50+0100,-89.5,1023,2.33,733,,,,
21291,2016-01-12T05:55:50+0100,-89.5,1023,2.33,733,,,,
21292,2016-01-12T06:10:50+0100,-89.5,1023,2.33,733,,,,
21293,2016-01-12T06:25:50+0100,-89.5,1023,2.33,733,,,,
21294,2016-01-12T06:40:50+0100,-89.5,1023,2.33,733,,,,
21295,2016-01-12T06:55:50+0100,-89.5,1023,2.33,733,,,,
21296,2016-01-12T07:10:50+0100,-89.5,1023,2.33,733,,,,
21297,2016-01-12T07:25:50+0100,-89.5,1023,2.33,733,,,,
21298,2016-01-12T07:40:50+0100,-89.5,1023,2.33,733,,,,
21299,2016-01-12T07:55:50+0100,-89.5,1023,2.33,733,,,,
21300,2016-01-12T08:10:50+0100,-89.5,1023,2.33,733,,,,
21301,2016-01-12T08:25:50+0100,-89.5,1023,2.33,733,,,,
21302,2016-01-12T08:40:50+0100,-89.5,1023,2.33,733,,,,
21303,2016-01-12T08:55:50+0100,-89.5,1023,2.33,733,,,,
21304,2016-01-12T09:10:50+0100,-89.5,1023,2.33,733,,,,
21305,2016-01-12T09:25:50+0100,-89.5,1023,2.33,733,,,,
21306,2016-01-12T09:40:50+0100,-89.5,1023,2.33,733,,,,
21307,2016-01-12T09:55:50+0100,-89.5,1023,2.33,733,,,,
21308,2016-01-12T10:10:50+0100,-89.5,1023,2.33,733,,,,
21309,2016-01-12T10:25:50+0100,-89.5,1023,2.33,733,,,,
21310,2016-01-12T10:40:50+0100,-89.5,1023,2.33,733,,,,
21311,2016-01-12T10:55:50+0100,-89.5,1023,2.33,733,,,,
21312,2016-01-12T11:10:50+0100,-89.5,1023,2.33,733,,,,
21313,2016-01-12T11:25:50+0100,-89.5,1023,2.33,733,,,,
21314,2016-01-12T11:40:50+0100,-89.5,1023,2.33,733,,,,
21315,2016-01-12T11:55:50+0100,-89.5,1023,2.33,733,,,,
21316,2016-01-12T12:10:50+0100,-89.5,1023,2.33,733,,,,
21317,2016-01-12T12:25:50+0100,-89.5,1023,2.33,733,,,,
21318,2016-01-12T12:40:50+0100,-89.5,1023,2.33,733,,,,
21319,2016-01-12T12:55:50+0100,-89.5,1023,2.33,733,,,,
21320,2016-01-12T13:10:50+0100,-89.5,1023,2.33,733,,,,
21321,2016-01-12T13:25:50+0100,-89.5,1023,2.33,733,,,,
21322,2016-01-12T13:40:50+0100,-89.5,1023,2.33,733,,,,
21323,2016-01-12T13:55:50+0100,-89.5,1023,2.33,733,,,,
21324,2016-01-12T14:10:50+0100,-89.5,1023,2.33,733,,,,
21325,2016-01-12T14:25:50+0100,-89.5,1023,2.33,733,,,,
21326,2016-01-12T14:40:50+0100,-89.5,1023,2.33,733,,,,
21327,2016-01-12T14:55:50+0100,-89.5,1023,2.33,733,,,,
21328,2016-01-12T15:10:50+0100,-89.5,1023,2.33,733,,,,
21329,2016-01-12T15:25:50+0100,-89.5,1023,2.33,733,,,,
21330,2016-01-12T15:40:50+0100,-89.5,1023,2.33,733,,,,
21331,2016-01-12T15:55:50+0100,-89.5,1023,2.33,733,,,,
21332,2016-01-12T16:10:50+0100,-89.5,1023,2.33,733,,,,
21333,2016-01-12T16:25:50+0100,-89.5,1023,2.33,733,,,,
21334,2016-01-12T16:40:50+0100,-89.5,1023,2.33,733,,,,
21335,2016-01-12T16:55:50+0100,-89.5,1023,2.33,733,,,,
21336,2016-01-12T17:10:50+0100,-89.5,1023,2.33,733,,,,
21337,2016-01-12T17:25:50+0100,-89.5,1023,2.33,733,,,,
21338,2016-01-12T17:40:50+0100,-89.5,1023,2.33,733,,,,
21339,2016-01-12T17:55:50+0100,-89.5,1023,2.33,733,,,,
21340,2016-01-12T18:10:50+0100,-89.5,1023,2.33,733,,,,
21341,2016-01-12T18:25:50+0100,-89.5,1023,2.33,733,,,,
21342,2016-01-12T18:40:50+0100,-89.5,1023,2.33,733,,,,
21343,2016-01-12T18:55:50+0100,-89.5,1023,2.33,733,,,,
21344,2016-01-12T19:10:50+0100,-89.5,1023,2.33,733,,,,
21345,2016-01-12T19:25:50+0100,-89.5,1023,2.33,733,,,,
21346,2016-01-12T19:40:50+0100,-89.5,1023,2.33,733,,,,
21347,2016-01-12T19:55:50+0100,-89.5,1023,2.33,733,,,,
21348,2016-01-12T20:10:50+0100,-89.5,1023,2.33,733,,,,
21349,2016-01-12T20:25:50+0100,-89.5,1023,2.33,733,,,,
21350,2016-01-12T20:40:50+0100,-89.5,1023,2.33,733,,,,
21351,2016-01-12T20:55:50+0100,-89.5,1023,2.33,733,,,,
21352,2016-01-12T21:10:50+0100,-89.5,1023,2.33,733,,,,
21353,2016-01-12T21:25:50+0100,-89.5,1023,2.33,733,,,,
21354,2016-01-12T21:40:50+0100,-89.5,1023,2.33,733,,,,
21355,2016-01-12T21:55:50+0100,-89.5,1023,2.33,733,,,,
21356,2016-01-12T22:10:50+0100,-89.5,1023,2.33,733,,,,
21357,2016-01-12T22:25:50+0100,-89.5,1023,2.33,733,,,,
21358,2016-01-12T22:40:50+0100,-89.5,1023,2.33,733,,,,
21359,2016-01-12T22:55:50+0100,-89.5,1023,2.33,733,,,,
21360,2016-01-12T23:10:50+0100,-89.5,1023,2.33,733,,,,
21361,2016-01-12T23:25:50+0100,-89.5,1023,2.33,733,,,,
21362,2016-01-12T23:40:50+0100,-89.5,1023,2.33,733,,,,
21363,2016-01-12T23:55:50+0100,-89.5,1023,2.33,733,,,,
21364,2016-01-13T00:10:50+0100,-89.5,1023,2.33,733,,,,
21365,2016-01-13T00:25:50+0100,-89.5,1023,2.33,733,,,,
21366,2016-01-13T00:40:50+0100,-89.5,1023,2.33,733,,,,
21367,2016-01-13T00:55:50+0100,-89.5,1023,2.33,733,,,,
21368,2016-01-13T01:10:50+0100,-89.5,1023,2.33,733,,,,
21369,2016-01-13T01:25:50+0100,-89.5,1023,2.33,733,,,,
21370,2016-01-13T01:40:50+0100,-89.5,1023,2.33,733,,,,
21371,2016-01-13T01:55:50+0100,-89.5,1023,2.33,733,,,,
21372,2016-01-13T02:10:50+0100,-89.5,1023,2.33,733,,,,
21373,2016-01-13T02:25:50+0100,-89.5,1023,2.33,733,,,,
21374,2016-01-13T02:40:50+0100,-89.5,1023,2.33,733,,,,
21375,2016-01-13T02:55:50+0100,-89.5,1023,2.33,733,,,,
21376,2016-01-13T03:10:50+0100,-89.5,1023,2.33,733,,,,
21377,2016-01-13T03:25:50+0100,-89.5,1023,2.33,733,,,,
21378,2016-01-13T03:40:50+0100,-89.5,1023,2.33,733,,,,
21379,2016-01-13T03:55:50+0100,-89.5,1023,2.33,733,,,,
21380,2016-01-13T04:10:50+0100,-89.5,1023,2.33,733,,,,
21381,2016-01-13T04:25:50+0100,-89.5,1023,2.33,733,,,,
21382,2016-01-13T04:40:50+0100,-89.5,1023,2.33,733,,,,
21383,2016-01-13T04:55:50+0100,-89.5,1023,2.33,733,,,,
21384,2016-01-13T05:10:50+0100,-89.5,1023,2.33,733,,,,
21385,2016-01-13T05:25:50+0100,-89.5,1023,2.33,733,,,,
21386,2016-01-13T05:40:50+0100,-89.5,1023,2.33,733,,,,
21387,2016-01-13T05:55:50+0100,-89.5,1023,2.33,733,,,,
21388,2016-01-13T06:10:50+0100,-89.5,1023,2.33,733,,,,
21389,2016-01-13T06:25:50+0100,-89.5,1023,2.33,733,,,,
21390,2016-01-13T06:40:50+0100,-89.5,1023,2.33,733,,,,
21391,2016-01-13T06:55:50+0100,-89.5,1023,2.33,733,,,,
21392,2016-01-13T07:10:50+0100,-89.5,1023,2.33,733,,,,
21393,2016-01-13T07:25:50+0100,-89.5,1023,2.33,733,,,,
21394,2016-01-13T07:40:50+0100,-89.5,1023,2.33,733,,,,
21395,2016-01-13T07:55:50+0100,-89.5,1023,2.33,733,,,,
21396,2016-01-13T08:10:50+0100,-89.5,1023,2.33,733,,,,
21397,2016-01-13T08:25:50+0100,-89.5,1023,2.33,733,,,,
21398,2016-01-13T08:40:50+0100,-89.5,1023,2.33,733,,,,
21399,2016-01-13T08:55:50+0100,-89.5,1023,2.33,733,,,,
21400,2016-01-13T09:10:50+0100,-89.5,1023,2.33,733,,,,
21401,2016-01-13T09:25:50+0100,-89.5,1023,2.33,733,,,,
21402,2016-01-13T09:40:50+0100,-89.5,1023,2.33,733,,,,
21403,2016-01-13T09:55:50+0100,-89.5,1023,2.33,733,,,,
21404,2016-01-13T10:10:50+0100,-89.5,1023,2.33,733,,,,
21405,2016-01-13T10:25:50+0100,-89.5,1023,2.33,733,,,,
21406,2016-01-13T10:40:50+0100,-89.5,1023,2.33,733,,,,
21407,2016-01-13T10:55:50+0100,-89.5,1023,2.33,733,,,,
21408,2016-01-13T11:10:50+0100,-89.5,1023,2.33,733,,,,
21409,2016-01-13T11:25:50+0100,-89.5,1023,2.33,733,,,,
21410,2016-01-13T11:40:50+0100,-89.5,1023,2.33,733,,,,
21411,2016-01-13T11:55:50+0100,-89.5,1023,2.33,733,,,,
21412,2016-01-13T12:10:50+0100,-89.5,1023,2.33,733,,,,
21413,2016-01-13T12:25:50+0100,-89.5,1023,2.33,733,,,,
21414,2016-01-13T12:40:50+0100,-89.5,1023,2.33,733,,,,
21415,2016-01-13T12:55:50+0100,-89.5,1023,2.33,733,,,,
21416,2016-01-13T13:10:50+0100,-89.5,1023,2.33,733,,,,
21417,2016-01-13T13:25:50+0100,-89.5,1023,2.33,733,,,,
21418,2016-01-13T13:40:50+0100,-89.5,1023,2.33,733,,,,
21419,2016-01-13T13:55:50+0100,-89.5,1023,2.33,733,,,,
21420,2016-01-13T14:10:50+0100,-89.5,1023,2.33,733,,,,
21421,2016-01-13T14:25:50+0100,-89.5,1023,2.33,733,,,,
21422,2016-01-13T14:40:50+0100,-89.5,1023,2.33,733,,,,
21423,2016-01-13T14:55:50+0100,-89.5,1023,2.33,733,,,,
21424,2016-01-13T15:10:50+0100,-89.5,1023,2.33,733,,,,
21425,2016-01-13T15:25:50+0100,-89.5,1023,2.33,733,,,,
21426,2016-01-13T15:40:50+0100,-89.5,1023,2.33,733,,,,
21427,2016-01-13T15:55:50+0100,-89.5,1023,2.33,733,,,,
21428,2016-01-13T16:10:50+0100,-89.5,1023,2.33,733,,,,
21429,2016-01-13T16:25:50+0100,-89.5,1023,2.33,733,,,,
21430,2016-01-13T16:40:50+0100,-89.5,1023,2.33,733,,,,
21431,2016-01-13T16:55:50+0100,-89.5,1023,2.33,733,,,,
21432,2016-01-13T17:10:50+0100,-89.5,1023,2.33,733,,,,
21433,2016-01-13T17:25:50+0100,-89.5,1023,2.33,733,,,,
21434,2016-01-13T17:40:50+0100,-89.5,1023,2.33,733,,,,
21435,2016-01-13T17:55:50+0100,-89.5,1023,2.33,733,,,,
21436,2016-01-13T18:10:50+0100,-89.5,1023,2.33,733,,,,
21437,2016-01-13T18:25:50+0100,-89.5,1023,2.33,733,,,,
21438,2016-01-13T18:40:50+0100,-89.5,1023,2.33,733,,,,
21439,2016-01-13T18:55:50+0100,-89.5,1023,2.33,733,,,,
21440,2016-01-13T19:10:50+0100,-89.5,1023,2.33,733,,,,
21441,2016-01-13T19:25:50+0100,-89.5,1023,2.33,733,,,,
21442,2016-01-13T19:40:50+0100,-89.5,1023,2.33,733,,,,
21443,2016-01-13T19:55:50+0100,-89.5,1023,2.33,733,,,,
21444,2016-01-13T20:10:50+0100,-89.5,1023,2.33,733,,,,
21445,2016-01-13T20:25:50+0100,-89.5,1023,2.33,733,,,,
21446,2016-01-13T20:40:50+0100,-89.5,1023,2.33,733,,,,
21447,2016-01-13T20:55:50+0100,-89.5,1023,2.33,733,,,,
21448,2016-01-13T21:10:50+0100,-89.5,1023,2.33,733,,,,
21449,2016-01-13T21:25:50+0100,-89.5,1023,2.33,733,,,,
21450,2016-01-13T21:40:50+0100,-89.5,1023,2.33,733,,,,
21451,2016-01-13T21:55:50+0100,-89.5,1023,2.33,733,,,,
21452,2016-01-13T22:10:50+0100,-89.5,1023,2.33,733,,,,
21453,2016-01-13T22:25:50+0100,-89.5,1023,2.33,733,,,,
21454,2016-01-13T22:40:50+0100,-89.5,1023,2.33,733,,,,
21455,2016-01-13T22:55:50+0100,-89.5,1023,2.33,733,,,,
21456,2016-01-13T23:10:50+0100,-89.5,1023,2.33,733,,,,
21457,2016-01-13T23:25:50+0100,-89.5,1023,2.33,733,,,,
21458,2016-01-13T23:40:50+0100,-89.5,1023,2.33,733,,,,
21459,2016-01-13T23:55:50+0100,-89.5,1023,2.33,733,,,,
21460,2016-01-14T00:10:50+0100,-89.5,1023,2.33,733,,,,
21461,2016-01-14T00:25:50+0100,-89.5,1023,2.33,733,,,,
21462,2016-01-14T00:40:50+0100,-89.5,1023,2.33,733,,,,
21463,2016-01-14T00:55:50+0100,-89.5,1023,2.33,733,,,,
21464,2016-01-14T01:10:50+0100,-89.5,1023,2.33,733,,,,
21465,2016-01-14T01:25:50+0100,-89.5,1023,2.33,733,,,,
21466,2016-01-14T01:40:50+0100,-89.5,1023,2.33,733,,,,
21467,2016-01-14T01:55:50+0100,-89.5,1023,2.33,733,,,,
21468,2016-01-14T02:10:50+0100,-89.5,1023,2.33,733,,,,
21469,2016-01-14T02:25:50+0100,-89.5,1023,2.33,733,,,,
21470,2016-01-14T02:40:50+0100,-89.5,1023,2.33,733,,,,
21471,2016-01-14T02:55:50+0100,-89.5,1023,2.33,733,,,,
21472,2016-01-14T03:10:50+0100,-89.5,1023,2.33,733,,,,
21473,2016-01-14T03:25:50+0100,-89.5,1023,2.33,733,,,,
21474,2016-01-14T03:40:50+0100,-89.5,1023,2.33,733,,,,
21475,2016-01-14T03:55:50+0100,-89.5,1023,2.33,733,,,,
21476,2016-01-14T04:10:50+0100,-89.5,1023,2.33,733,,,,
21477,2016-01-14T04:25:50+0100,-89.5,1023,2.33,733,,,,
21478,2016-01-14T04:40:50+0100,-89.5,1023,2.33,733,,,,
21479,2016-01-14T04:55:50+0100,-89.5,1023,2.33,733,,,,
21480,2016-01-14T05:10:50+0100,-89.5,1023,2.33,733,,,,
21481,2016-01-14T05:25:50+0100,-89.5,1023,2.33,733,,,,
21482,2016-01-14T05:40:50+0100,-89.5,1023,2.33,733,,,,
21483,2016-01-14T05:55:50+0100,-89.5,1023,2.33,733,,,,
21484,2016-01-14T06:10:50+0100,-89.5,1023,2.33,733,,,,
21485,2016-01-14T06:25:50+0100,-89.5,1023,2.33,733,,,,
21486,2016-01-14T06:40:50+0100,-89.5,1023,2.33,733,,,,
21487,2016-01-14T06:55:50+0100,-89.5,1023,2.33,733,,,,
21488,2016-01-14T07:10:50+0100,-89.5,1023,2.33,733,,,,
21489,2016-01-14T07:25:50+0100,-89.5,1023,2.33,733,,,,
21490,2016-01-14T07:40:50+0100,-89.5,1023,2.33,733,,,,
21491,2016-01-14T07:55:50+0100,-89.5,1023,2.33,733,,,,
21492,2016-01-14T08:10:50+0100,-89.5,1023,2.33,733,,,,
21493,2016-01-14T08:25:50+0100,-89.5,1023,2.33,733,,,,
21494,2016-01-14T08:40:50+0100,-89.5,1023,2.33,733,,,,
21495,2016-01-14T08:55:50+0100,-89.5,1023,2.33,733,,,,
21496,2016-01-14T09:10:50+0100,-89.5,1023,2.33,733,,,,
21497,2016-01-14T09:25:50+0100,-89.5,1023,2.33,733,,,,
21498,2016-01-14T09:40:50+0100,-89.5,1023,2.33,733,,,,
21499,2016-01-14T09:55:50+0100,-89.5,1023,2.33,733,,,,
21500,2016-01-14T10:10:50+0100,-89.5,1023,2.33,733,,,,
21501,2016-01-14T10:25:50+0100,-89.5,1023,2.33,733,,,,
21502,2016-01-14T10:40:50+0100,-89.5,1023,2.33,733,,,,
21503,2016-01-14T10:55:50+0100,-89.5,1023,2.33,733,,,,
21504,2016-01-14T11:10:50+0100,-89.5,1023,2.33,733,,,,
21505,2016-01-14T11:25:50+0100,-89.5,1023,2.33,733,,,,
21506,2016-01-14T11:40:50+0100,-89.5,1023,2.33,733,,,,
21507,2016-01-14T11:55:50+0100,-89.5,1023,2.33,733,,,,
21508,2016-01-14T12:10:50+0100,-89.5,1023,2.33,733,,,,
21509,2016-01-14T12:25:50+0100,-89.5,1023,2.33,733,,,,
